leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,2.950897482,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,0,0,10,,,,,,,,,,,1,2.55153948,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,1,1,23,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,2,2,30,,,,,,,,,,,2,2.451488567,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,3,3,5,,,,,,,,,,,2,2.068305864,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,4,4,26,,,,,,,,,,,1,1.818479799,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,5,5,2,,,,,,,,,,,1,2.535520623,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,6,6,22,,,,,,,,,,,1,2.168292397,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,7,7,45,,,,,,,,,,,1,2.301660854,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,8,8,36,,,,,,,,,,,1,1.935111575,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp28,18,59.96182534,1,1,2018_Sep_26_1100
