leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,4.73504675971,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,0,0,17,,,,,,,,,,,1,2.76891013607,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,1,1,47,,,,,,,,,,,1,3.40200505545,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,2,2,23,,,,,,,,,,,2,2.9849748374,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,3,3,15,,,,,,,,,,,1,2.56860335032,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,4,4,36,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,5,5,8,,,,,,,,,,,2,2.51830435544,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,6,6,27,,,,,,,,,,,1,1.65151823824,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,7,7,10,,,,,,,,,,,2,2.80187498871,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,8,8,31,,,,,,,,,,,1,2.36818708712,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,9,9,18,,,,,,,,,,,2,2.93536598608,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,10,10,44,,,,,,,,,,,2,2.38520617038,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,11,11,16,,,,,,,,,,,2,2.61830146331,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,12,12,32,,,,,,,,,,,2,3.35114125628,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,13,13,43,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,14,14,20,,,,,,,,,,,2,2.0683276346,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,15,15,7,,,,,,,,,,,2,3.05137075437,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,16,16,28,,,,,,,,,,,2,2.83525877865,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,17,17,45,,,,,,,,,,,1,1.28456992609,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,18,18,35,,,,,,,,,,,2,2.2848339784,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,19,19,29,,,,,,,,,,,1,2.68540183036,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,20,20,38,,,,,,,,,,,2,1.75141333276,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,21,21,26,,,,,,,,,,,1,2.21823403472,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,22,22,39,,,,,,,,,,,1,2.28471268248,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,23,23,24,,,,,,,,,,,2,2.10180037608,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,24,24,3,,,,,,,,,,,2,1.96804563701,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,25,25,48,,,,,,,,,,,1,2.30144998571,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,26,26,34,,,,,,,,,,,2,3.41836789623,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,27,27,33,,,,,,,,,,,1,2.60193489026,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,28,28,9,,,,,,,,,,,1,2.41788240056,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,29,29,13,,,,,,,,,,,2,2.75084324088,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,30,30,4,,,,,,,,,,,2,3.3686613855,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,31,31,40,,,,,,,,,,,2,2.58456311468,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,32,32,25,,,,,,,,,,,1,2.98478107434,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,33,33,37,,,,,,,,,,,2,2.01812163368,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,34,34,1,,,,,,,,,,,1,2.48456351925,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,35,35,2,,,,,,,,,,,1,3.202107877,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,36,36,21,,,,,,,,,,,2,1.85113830119,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp31,18,60.0867680803,1,001,2018_Oct_29_1114,
