leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,1.76769095501,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,0,0,6,,,,,,,,,,,2,3.31904693629,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,1,1,35,,,,,,,,,,,2,3.61846630131,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,2,2,36,,,,,,,,,,,2,3.35119288471,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,3,3,45,,,,,,,,,,,2,2.46816211251,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,4,4,40,,,,,,,,,,,1,2.43437773403,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,5,5,48,,,,,,,,,,,2,3.55183836645,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,6,6,0,,,,,,,,,,,1,3.30159460798,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,7,7,27,,,,,,,,,,,1,3.53516046694,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,8,8,33,,,,,,,,,,,2,1.98440536775,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,9,9,14,,,,,,,,,,,2,2.00085031659,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,10,10,49,,,,,,,,,,,1,2.16771546305,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp08,18,59.9431567155,f,001,2018_Feb_23_1021,
