leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,5.60176587384,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,0,0,33,,,,,,,,,,,1,2.60134102916,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,1,1,45,,,,,,,,,,,1,1.73422693834,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,2,2,35,,,,,,,,,,,2,2.88441827381,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,3,3,25,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,4,4,42,,,,,,,,,,,1,2.90142668225,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,5,5,21,,,,,,,,,,,2,2.51772933826,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,6,6,49,,,,,,,,,,,1,2.50153049873,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,7,7,27,,,,,,,,,,,1,3.08531449083,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,8,8,23,,,,,,,,,,,1,3.30190663878,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp21,18,59.9650872924,m,001,2018_Apr_18_0923,
