leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,3.950536082,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,0,0,36,,,,,,,,,,,1,2.800890624,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,1,1,39,,,,,,,,,,,2,2.334417637,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,2,2,26,,,,,,,,,,,2,3.184314054,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,3,3,49,,,,,,,,,,,1,2.418343948,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,4,4,1,,,,,,,,,,,2,3.334780904,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,5,5,46,,,,,,,,,,,2,2.450978813,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,6,6,29,,,,,,,,,,,2,3.78459714,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,7,7,15,,,,,,,,,,,2,2.751047267,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,8,8,14,,,,,,,,,,,1,1.78418971,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp07,18,59.978156,m,1,2018_Feb_22_1509
