leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,6.10240405705,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,0,0,43,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,1,1,1,,,,,,,,,,,2,1.93588009477,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,2,2,10,,,,,,,,,,,2,2.2010451369,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,3,3,3,,,,,,,,,,,1,1.93507829681,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,4,4,25,,,,,,,,,,,1,3.25179043878,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,5,5,26,,,,,,,,,,,1,3.81841790676,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,6,6,18,,,,,,,,,,,1,2.98456585221,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,7,7,47,,,,,,,,,,,2,3.41868606489,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,8,8,30,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,9,9,32,,,,,,,,,,,1,3.48438437469,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,10,10,45,,,,,,,,,,,1,2.21818800457,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,11,11,9,,,,,,,,,,,1,1.96887542587,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,12,12,21,,,,,,,,,,,1,3.15124718752,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,13,13,24,,,,,,,,,,,2,3.23454866745,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,14,14,36,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,15,15,40,,,,,,,,,,,1,1.81819770858,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp32,18,59.9203673321,1,001,2018_Oct_31_1233,
