leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,4.484805489,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,0,0,13,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,1,1,45,,,,,,,,,,,1,3.051591576,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,2,2,32,,,,,,,,,,,2,3.885094983,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,3,3,40,,,,,,,,,,,2,3.80191231,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,4,4,6,,,,,,,,,,,1,3.652571959,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,5,5,14,,,,,,,,,,,1,3.234612426,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,6,6,49,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,7,7,34,,,,,,,,,,,1,0.533843627,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,8,8,21,,,,,,,,,,,2,0.934695747,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp09,21,59.92047933,m,1,2018_Feb_23_1239
