selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,2.33427177102,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,0,0,17,,,,,0,0,0,0,,,2,0.367220761604,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,0,0,17,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,1,1,12,0,0,0,0,,,,,,,,,None,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,1,1,12,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,2,2,15,,,,,0,0,0,0,,,None,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,2,2,15,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,3,3,22,0,0,0,0,,,,,,,,,2,0.634626670973,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,3,3,22,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,4,4,2,0,0,0,0,,,,,,,,,None,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,4,4,2,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,5,5,13,0,0,0,0,,,,,,,,,1,0.883883576957,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,5,5,13,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,6,6,10,,,,,0,0,0,0,,,2,1.7678386874,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,6,6,10,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,7,7,18,,,,,0,0,0,0,,,2,1.48452059901,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,7,7,18,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,8,8,24,0,0,0,0,,,,,,,,,1,1.93516133772,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,8,8,24,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,9,9,11,,,,,0,0,0,0,,,1,1.90128769784,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,9,9,11,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,10,10,6,0,0,0,0,,,,,,,,,None,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,10,10,6,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,11,11,7,0,0,0,0,,,,,,,,,2,0.833875070675,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,11,11,7,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,12,12,21,,,,,0,0,0,0,,,2,0.967662465991,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,12,12,21,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,13,13,5,0,0,0,0,,,,,,,,,2,0.9673150616,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,13,13,5,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,14,14,19,0,0,0,0,,,,,,,,,2,1.15073712252,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
1,0,14,14,19,,,,,,,,,,,,,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
2,0,15,15,9,,,,,0,0,0,0,,,2,0.718026743038,,,2018_Mar_01_1419,60.0136442443,Experiment1,001,wtp16,
