leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,5.50076090218,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,0,0,32,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,1,1,1,,,,,,,,,,,2,2.18475129409,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,2,2,6,,,,,,,,,,,2,3.20159221813,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,3,3,8,,,,,,,,,,,2,1.61789533217,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,4,4,47,,,,,,,,,,,1,1.60107462434,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,5,5,38,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,6,6,0,,,,,,,,,,,1,2.48465148918,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,7,7,18,,,,,,,,,,,2,2.01812200109,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,8,8,7,,,,,,,,,,,2,1.95130942622,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,9,9,48,,,,,,,,,,,2,1.61769472668,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,10,10,36,,,,,,,,,,,1,1.63444390101,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,11,11,39,,,,,,,,,,,2,2.217963818,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,12,12,27,,,,,,,,,,,2,1.2342980965,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,13,13,26,,,,,,,,,,,1,2.11814927729,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,14,14,15,,,,,,,,,,,2,2.25109112356,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,15,15,13,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc23,22,60.0747930294,0,001,2019_Feb_07_1534,
