leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,5.96901445091,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,0,0,42,,,,,,,,,,,1,3.75225680601,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,1,1,11,,,,,,,,,,,2,2.55199325178,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,2,2,36,,,,,,,,,,,1,1.85174167156,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,3,3,23,,,,,,,,,,,2,2.68488741107,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,4,4,35,,,,,,,,,,,2,1.90127059259,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,5,5,12,,,,,,,,,,,2,2.23517816328,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,6,6,29,,,,,,,,,,,2,1.65149584506,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,7,7,40,,,,,,,,,,,2,1.51795850601,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,8,8,21,,,,,,,,,,,1,3.13557231333,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,9,9,3,,,,,,,,,,,2,2.08513585012,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,10,10,46,,,,,,,,,,,2,2.91852324829,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,11,11,25,,,,,,,,,,,2,2.70195594616,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,12,12,22,,,,,,,,,,,1,1.26786248013,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,13,13,32,,,,,,,,,,,2,2.01796830259,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,14,14,45,,,,,,,,,,,2,2.85187105462,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,15,15,15,,,,,,,,,,,2,1.78433215432,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,16,16,5,,,,,,,,,,,1,0.967986855656,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,17,17,4,,,,,,,,,,,1,1.26775766816,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,18,18,37,,,,,,,,,,,2,2.6019025445,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,19,19,17,,,,,,,,,,,2,1.73485579621,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,20,20,0,,,,,,,,,,,1,3.56872775685,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,21,21,20,,,,,,,,,,,2,2.81844309904,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,22,22,47,,,,,,,,,,,1,2.5351474043,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,23,23,41,,,,,,,,,,,1,2.93539024517,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,24,24,7,,,,,,,,,,,2,1.05150013696,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,25,25,28,,,,,,,,,,,2,0.868087717332,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,26,26,18,,,,,,,,,,,1,2.66814948525,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,27,27,43,,,,,,,,,,,2,1.4517753236,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,28,28,34,,,,,,,,,,,1,2.61861434486,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,29,29,14,,,,,,,,,,,1,1.40156092495,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,30,30,24,,,,,,,,,,,1,2.03462691978,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,31,31,19,,,,,,,,,,,1,2.50177978724,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,32,32,8,,,,,,,,,,,1,2.43506507855,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,33,33,38,,,,,,,,,,,2,3.28544698935,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,34,34,33,,,,,,,,,,,1,1.55163713917,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,35,35,9,,,,,,,,,,,1,1.28443339095,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,19,59.8450859072,1,001,2018_Nov_30_1549,
