leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,2.30066405144,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,0,0,45,,,,,,,,,,,2,2.05141632305,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,1,1,15,,,,,,,,,,,2,2.18486232683,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,2,2,41,,,,,,,,,,,1,1.43421455706,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,3,3,27,,,,,,,,,,,2,1.35098279687,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,4,4,16,,,,,,,,,,,1,1.63454653649,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,5,5,0,,,,,,,,,,,1,0.900974819437,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,6,6,25,,,,,,,,,,,2,1.43455574242,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,7,7,35,,,,,,,,,,,1,1.2014653231,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,8,8,38,,,,,,,,,,,1,1.58400945738,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,9,9,31,,,,,,,,,,,2,1.25092255278,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,10,10,18,,,,,,,,,,,1,1.28531289706,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,11,11,17,,,,,,,,,,,2,1.68464010581,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,12,12,2,,,,,,,,,,,1,1.73428861005,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,13,13,21,,,,,,,,,,,1,1.10115875443,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,14,14,20,,,,,,,,,,,1,1.53455782635,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,15,15,37,,,,,,,,,,,2,1.6177836773,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,16,16,32,,,,,,,,,,,1,1.38450571522,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,17,17,44,,,,,,,,,,,1,1.78463316988,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,18,18,3,,,,,,,,,,,2,1.85130298836,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,19,19,43,,,,,,,,,,,2,1.81781770242,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,20,20,5,,,,,,,,,,,2,1.11812097486,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,21,21,23,,,,,,,,,,,2,1.36737119174,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,22,22,42,,,,,,,,,,,1,1.76872685086,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,23,23,36,,,,,,,,,,,1,1.36797083169,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,24,24,11,,,,,,,,,,,1,3.31885261042,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,25,25,1,,,,,,,,,,,2,1.91804496245,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,26,26,22,,,,,,,,,,,1,1.15086977324,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,27,27,40,,,,,,,,,,,2,3.90218778374,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,28,28,12,,,,,,,,,,,1,1.38431568397,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,29,29,29,,,,,,,,,,,2,1.45199381839,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,30,30,33,,,,,,,,,,,2,1.1674192748,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,31,31,4,,,,,,,,,,,1,1.95141548291,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,32,32,6,,,,,,,,,,,1,1.38489884045,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,33,33,19,,,,,,,,,,,2,1.40156870522,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,34,34,48,,,,,,,,,,,2,2.03497692104,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,35,35,26,,,,,,,,,,,1,1.55101153441,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,36,36,8,,,,,,,,,,,1,1.1843488384,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,37,37,30,,,,,,,,,,,1,1.38447865704,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,38,38,49,,,,,,,,,,,1,1.16770852031,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc22,18,59.9279991769,0,001,2019_Feb_07_1403,
