leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,1.13406979758,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,0,0,23,,,,,,,,,,,2,2.35178381484,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,1,1,35,,,,,,,,,,,1,1.40159202646,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,2,2,37,,,,,,,,,,,2,1.40111648291,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,3,3,31,,,,,,,,,,,1,1.48478527274,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,4,4,29,,,,,,,,,,,1,2.45331920497,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,5,5,9,,,,,,,,,,,1,1.30140582193,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,6,6,0,,,,,,,,,,,1,1.11773028318,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,7,7,39,,,,,,,,,,,2,1.46780071221,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,8,8,32,,,,,,,,,,,1,2.60174828116,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,9,9,49,,,,,,,,,,,2,1.25154878013,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,10,10,33,,,,,,,,,,,2,1.16815306153,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,11,11,11,,,,,,,,,,,2,1.41816075891,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,12,12,6,,,,,,,,,,,1,2.36848846078,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,13,13,15,,,,,,,,,,,2,1.73484833166,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,14,14,20,,,,,,,,,,,2,1.48490065988,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,15,15,28,,,,,,,,,,,2,1.88495129347,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,16,16,44,,,,,,,,,,,2,2.10133727361,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,17,17,4,,,,,,,,,,,2,1.2682126835,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc6,19,59.8488735738,0,001,2018_Nov_29_1425,
