leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,4.43571945559,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,0,0,20,,,,,,,,,,,1,3.20204660669,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,1,1,40,,,,,,,,,,,1,2.56793808844,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,2,2,1,,,,,,,,,,,2,2.38482424431,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,3,3,29,,,,,,,,,,,1,1.90185094718,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,4,4,2,,,,,,,,,,,2,1.8846057551,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,5,5,36,,,,,,,,,,,1,2.73451678827,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,6,6,11,,,,,,,,,,,1,2.31807283591,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,7,7,4,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,8,8,43,,,,,,,,,,,1,2.15102108009,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc10,18,59.8589012796,0,001,2018_Dec_03_1230,
