leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,4.652250679,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,0,0,3,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,1,1,40,,,,,,,,,,,2,2.434350986,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,2,2,37,,,,,,,,,,,2,2.73494568,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,3,3,47,,,,,,,,,,,1,2.784651257,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,4,4,24,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,5,5,43,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,6,6,26,,,,,,,,,,,1,2.518065806,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,7,7,49,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,8,8,14,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,9,9,36,,,,,,,,,,,1,2.217467693,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,10,10,31,,,,,,,,,,,2,3.334659918,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,11,11,45,,,,,,,,,,,1,1.751235742,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,12,12,32,,,,,,,,,,,1,1.201162389,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,13,13,8,,,,,,,,,,,1,1.66775574,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,14,14,18,,,,,,,,,,,1,1.484540504,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,15,15,0,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,16,16,38,,,,,,,,,,,1,1.234440746,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc2,18,59.83873785,0,1,2018_Nov_28_0936
