leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,10.2031025048,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,0,0,21,,,,,,,,,,,2,1.88497244194,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,1,1,26,,,,,,,,,,,1,2.73498828895,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,2,2,38,,,,,,,,,,,1,1.35158351995,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,3,3,29,,,,,,,,,,,2,1.90132066514,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,4,4,1,,,,,,,,,,,2,1.83478603605,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,5,5,11,,,,,,,,,,,2,2.48497934733,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,6,6,35,,,,,,,,,,,2,2.06853041705,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,7,7,39,,,,,,,,,,,2,1.60191467404,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,8,8,23,,,,,,,,,,,2,2.10196614638,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC16,19,59.9806174685,0,001,2018_Dec_07_1411,
