leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,6.13498604938,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,0,0,10,,,,,,,,,,,1,2.1348146798,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,1,1,36,,,,,,,,,,,1,2.98476770089,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,2,2,48,,,,,,,,,,,1,3.86884815065,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,3,3,22,,,,,,,,,,,1,2.71846340882,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,4,4,32,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,5,5,38,,,,,,,,,,,1,3.43502589047,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,6,6,19,,,,,,,,,,,1,2.46820783179,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,7,7,21,,,,,,,,,,,2,3.18534569227,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,8,8,2,,,,,,,,,,,1,2.43494689255,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,9,9,15,,,,,,,,,,,2,2.65144048422,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,10,10,33,,,,,,,,,,,2,2.51823095581,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,11,11,12,,,,,,,,,,,1,2.83494558622,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,12,12,28,,,,,,,,,,,2,2.8847454011,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,13,13,24,,,,,,,,,,,2,2.43490614952,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,14,14,26,,,,,,,,,,,1,3.28490240179,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,15,15,20,,,,,,,,,,,1,2.7852225923,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,16,16,0,,,,,,,,,,,2,2.5520594985,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,17,17,25,,,,,,,,,,,2,3.86902978382,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,18,18,43,,,,,,,,,,,2,2.95190486155,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,19,19,9,,,,,,,,,,,2,2.2180234773,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,20,20,29,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,21,21,16,,,,,,,,,,,1,3.51874755271,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,22,22,42,,,,,,,,,,,1,3.66839518759,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,23,23,11,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,24,24,17,,,,,,,,,,,1,3.4516412759,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,25,25,5,,,,,,,,,,,2,2.53496577119,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp12,21,59.9720030057,f,001,2018_Feb_26_1405,
