leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,1.801199774,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,0,0,47,,,,,,,,,,,1,2.71831692,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,1,1,0,,,,,,,,,,,2,1.935031644,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,2,2,21,,,,,,,,,,,1,2.068438668,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,3,3,12,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,4,4,36,,,,,,,,,,,1,2.868522828,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,5,5,5,,,,,,,,,,,1,1.61810459,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,6,6,2,,,,,,,,,,,1,1.918420924,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,7,7,10,,,,,,,,,,,1,1.317759643,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,8,8,31,,,,,,,,,,,2,1.236104679,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,9,9,38,,,,,,,,,,,1,1.250955362,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,10,10,4,,,,,,,,,,,2,1.001218559,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,11,11,1,,,,,,,,,,,2,1.10106047,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,12,12,29,,,,,,,,,,,2,0.951039927,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,13,13,34,,,,,,,,,,,2,0.917681018,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,14,14,48,,,,,,,,,,,1,1.101681568,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,15,15,28,,,,,,,,,,,2,0.817912196,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,16,16,35,,,,,,,,,,,1,0.984328547,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,17,17,30,,,,,,,,,,,2,1.151509374,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,18,18,8,,,,,,,,,,,2,0.833963399,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,19,19,17,,,,,,,,,,,2,3.118558517,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp19,20,59.94628599,f,1,2018_Mar_02_1149
