leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,5.401132968,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,0,0,5,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,1,1,19,,,,,,,,,,,1,2.352742364,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,2,2,6,,,,,,,,,,,1,2.687818111,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,3,3,42,,,,,,,,,,,2,3.418204924,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,4,4,21,,,,,,,,,,,2,2.100968098,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,5,5,0,,,,,,,,,,,2,2.267990308,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,6,6,20,,,,,,,,,,,1,3.05130202,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,7,7,23,,,,,,,,,,,1,2.084429845,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,8,8,3,,,,,,,,,,,1,1.984043035,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,9,9,38,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,10,10,47,,,,,,,,,,,2,2.251872858,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,11,11,25,,,,,,,,,,,1,2.051014953,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,12,12,39,,,,,,,,,,,1,2.785196156,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,13,13,18,,,,,,,,,,,1,2.967799313,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,14,14,33,,,,,,,,,,,2,2.784942678,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,15,15,27,,,,,,,,,,,1,1.718124402,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,16,16,48,,,,,,,,,,,2,2.801442366,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,17,17,30,,,,,,,,,,,2,2.384699837,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,18,18,40,,,,,,,,,,,1,3.551444932,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,19,19,12,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,20,20,1,,,,,,,,,,,1,1.91833695,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,21,21,37,,,,,,,,,,,2,3.452050883,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,22,22,4,,,,,,,,,,,1,2.351262241,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,23,23,36,,,,,,,,,,,2,1.451120014,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,24,24,49,,,,,,,,,,,1,2.134611898,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,25,25,31,,,,,,,,,,,1,2.101473188,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,26,26,17,,,,,,,,,,,1,2.067984896,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,27,27,8,,,,,,,,,,,1,1.767966204,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,28,28,11,,,,,,,,,,,1,2.702132292,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,29,29,22,,,,,,,,,,,2,1.468380134,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,30,30,28,,,,,,,,,,,1,1.367553237,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp10,19,59.97692532,f,1,2018_Feb_26_1015
