selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response3.keys,response2.rt,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,4.03497225558,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,0,0,22,0,0,0,0,,,,,,,None,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,0,0,22,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,1,1,11,,,,,0,0,0,0,,,,None,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,1,1,11,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,2,2,7,0,0,0,0,,,,,,,1,,0.468351733871,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,2,2,7,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,3,3,5,0,0,0,0,,,,,,,2,,0.716900919564,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,3,3,5,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,4,4,4,0,0,0,0,,,,,,,2,,0.63470950909,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,4,4,4,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,5,5,6,0,0,0,0,,,,,,,1,,0.617417611182,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,5,5,6,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,6,6,14,,,,,0,0,0,0,,,,1,,0.617580272723,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,6,6,14,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,7,7,20,0,0,0,0,,,,,,,2,,0.650593746454,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,7,7,20,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,8,8,2,0,0,0,0,,,,,,,2,,0.517708505038,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,8,8,2,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,9,9,3,,,,,0,0,0,0,,,,1,,0.500590776093,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,9,9,3,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,10,10,0,0,0,0,0,,,,,,,1,,0.70073832199,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,10,10,0,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,11,11,18,,,,,0,0,0,0,,,,1,,0.634285904467,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,11,11,18,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,12,12,13,0,0,0,0,,,,,,,2,,0.767169279512,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,12,12,13,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,13,13,10,,,,,0,0,0,0,,,,2,,0.683734425344,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,13,13,10,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,14,14,15,,,,,0,0,0,0,,,,None,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,14,14,15,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,15,15,19,0,0,0,0,,,,,,,2,,0.518578418065,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,15,15,19,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,16,16,24,0,0,0,0,,,,,,,2,,0.718054479454,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,16,16,24,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,17,17,17,,,,,0,0,0,0,,,,1,,0.867492954712,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,17,17,17,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,18,18,1,,,,,0,0,0,0,,,,1,,0.76737952698,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,18,18,1,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,19,19,21,,,,,0,0,0,0,,,,1,,0.501044549048,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,19,19,21,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,20,20,23,0,0,0,0,,,,,,,1,,0.718047637027,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
1,0,20,20,23,,,,,,,,,,,,,,,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
2,0,21,21,8,,,,,0,0,0,0,,,,1,,0.750678560231,2019_Feb_07_1345,59.9974436843,Experiment1,001,exc22,
