selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response2.keys,response3.keys,response2.rt,response3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,8.80236111395,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,0,0,7,0,0,0,0,,,,,,,None,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,0,0,7,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,1,1,11,,,,,0,0,0,0,,,,None,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,1,1,11,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,2,2,0,0,0,0,0,,,,,,,1,,1.35100861173,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,2,2,0,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,3,3,3,,,,,0,0,0,0,,,,2,,1.45100509655,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,3,3,3,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,4,4,10,,,,,0,0,0,0,,,,2,,0.417239896022,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,4,4,10,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,5,5,9,,,,,0,0,0,0,,,,None,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,5,5,9,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,6,6,18,,,,,0,0,0,0,,,,1,,1.5343037257,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,6,6,18,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,7,7,16,0,0,0,0,,,,,,,None,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,7,7,16,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,8,8,15,,,,,0,0,0,0,,,,2,,1.26779302396,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,8,8,15,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,9,9,22,0,0,0,0,,,,,,,2,,1.93441873882,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,9,9,22,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,10,10,8,,,,,0,0,0,0,,,,1,,1.81763917953,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,10,10,8,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,11,11,24,0,0,0,0,,,,,,,1,,1.48489345983,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,11,11,24,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,12,12,12,0,0,0,0,,,,,,,1,,1.13423007727,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,12,12,12,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,13,13,20,0,0,0,0,,,,,,,2,,1.55092507135,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,13,13,20,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,14,14,14,,,,,0,0,0,0,,,,None,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,14,14,14,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,15,15,2,0,0,0,0,,,,,,,1,,1.6172468625,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,15,15,2,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,16,16,19,0,0,0,0,,,,,,,2,,1.23427819181,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,16,16,19,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,17,17,4,0,0,0,0,,,,,,,None,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,17,17,4,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,18,18,17,,,,,0,0,0,0,,,,2,,1.10066330526,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,18,18,17,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,19,19,21,,,,,0,0,0,0,,,,1,,1.20104234107,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,19,19,21,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,20,20,23,0,0,0,0,,,,,,,2,,1.73443634342,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,20,20,23,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,21,21,13,0,0,0,0,,,,,,,2,,1.4007087443,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,21,21,13,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,22,22,6,0,0,0,0,,,,,,,1,,0.450681327842,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,22,22,6,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,23,23,5,0,0,0,0,,,,,,,2,,0.600671858527,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
1,0,23,23,5,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,24,24,1,,,,,0,0,0,0,,,,2,,0.734076808207,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
2,0,24,24,1,,,,,,,,,,,,,,,2019_Feb_21_1217,59.9870332047,Experiment1,001,exc30,
