selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,63.7685614876,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,0,0,10,,,,,0,0,0,0,,,1,0.751303855068,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,0,0,10,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,1,1,3,,,,,0,0,0,0,,,2,1.75130634318,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,1,1,3,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,2,2,8,,,,,0,0,0,0,,,2,0.867704546399,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,2,2,8,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,3,3,18,,,,,0,0,0,0,,,2,0.284215057327,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,3,3,18,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,4,4,2,0,0,0,0,,,,,,,,,2,0.417549925012,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,4,4,2,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,5,5,19,0,0,0,0,,,,,,,,,2,0.300875539979,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,5,5,19,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,6,6,7,0,0,0,0,,,,,,,,,1,0.41757325115,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,6,6,7,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,7,7,1,,,,,0,0,0,0,,,2,0.401098755858,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,7,7,1,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,8,8,0,0,0,0,0,,,,,,,,,1,0.317041818838,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,8,8,0,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,9,9,17,,,,,0,0,0,0,,,2,0.534290867363,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,9,9,17,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,10,10,22,0,0,0,0,,,,,,,,,2,0.700994596729,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,10,10,22,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,11,11,16,0,0,0,0,,,,,,,,,1,0.517117520038,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,11,11,16,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,12,12,21,,,,,0,0,0,0,,,1,0.434279453097,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,12,12,21,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,13,13,24,0,0,0,0,,,,,,,,,2,0.634314100229,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,13,13,24,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,14,14,15,,,,,0,0,0,0,,,1,0.500888104987,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,14,14,15,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,15,15,5,0,0,0,0,,,,,,,,,1,0.452279479854,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,15,15,5,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,16,16,13,0,0,0,0,,,,,,,,,1,0.634449703008,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,16,16,13,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,17,17,6,0,0,0,0,,,,,,,,,2,0.767687844869,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,17,17,6,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,18,18,12,0,0,0,0,,,,,,,,,2,0.717750561162,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
