selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,1.25048487043,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,0,0,9,,,,,0,0,0,0,,,None,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,0,0,9,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,1,1,8,,,,,0,0,0,0,,,1,1.83461875314,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,1,1,8,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,2,2,16,0,0,0,0,,,,,,,,,2,0.350447175559,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,2,2,16,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,3,3,15,,,,,0,0,0,0,,,1,1.45119385736,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,3,3,15,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,4,4,0,0,0,0,0,,,,,,,,,2,0.867644680475,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,4,4,0,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,5,5,5,0,0,0,0,,,,,,,,,2,0.817659484732,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,5,5,5,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,6,6,2,0,0,0,0,,,,,,,,,1,0.400860637237,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,6,6,2,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,7,7,14,,,,,0,0,0,0,,,2,0.284126293976,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,7,7,14,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,8,8,13,0,0,0,0,,,,,,,,,2,0.28424168007,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,8,8,13,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,9,9,22,0,0,0,0,,,,,,,,,1,0.300937208813,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,9,9,22,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,10,10,18,,,,,0,0,0,0,,,1,0.334340706846,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,10,10,18,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,11,11,17,,,,,0,0,0,0,,,2,0.417200677257,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,11,11,17,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,12,12,10,,,,,0,0,0,0,,,2,0.367691643565,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,12,12,10,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,13,13,21,,,,,0,0,0,0,,,1,0.434361171559,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,13,13,21,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,14,14,12,0,0,0,0,,,,,,,,,2,0.600536125494,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,14,14,12,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,15,15,6,0,0,0,0,,,,,,,,,1,0.28417450111,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,15,15,6,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,16,16,24,0,0,0,0,,,,,,,,,1,1.58453011423,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,16,16,24,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,17,17,19,0,0,0,0,,,,,,,,,1,0.601099993408,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,17,17,19,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,18,18,20,0,0,0,0,,,,,,,,,1,0.901031072761,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,18,18,20,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,19,19,23,0,0,0,0,,,,,,,,,None,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,19,19,23,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,20,20,11,,,,,0,0,0,0,,,2,0.300834574286,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,20,20,11,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,21,21,1,,,,,0,0,0,0,,,2,0.501105653864,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,21,21,1,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,22,22,3,,,,,0,0,0,0,,,2,0.33439668933,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
2,0,22,22,3,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,23,23,4,0,0,0,0,,,,,,,,,1,0.417227735466,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,23,23,4,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,24,24,7,0,0,0,0,,,,,,,,,2,1.13438810533,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
1,0,24,24,7,,,,,,,,,,,,,,,2019_Nov_15_0948,59.9333430255,Experiment1,001,,
