leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,2.96673335927,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,0,0,1,,,,,,,,,,,2,2.71779851289,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,1,1,43,,,,,,,,,,,2,3.61794198444,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,2,2,28,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,3,3,31,,,,,,,,,,,2,2.23413294647,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,4,4,37,,,,,,,,,,,2,1.73445127206,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,5,5,23,,,,,,,,,,,2,3.26813327568,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,6,6,48,,,,,,,,,,,1,1.91743163764,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,7,7,9,,,,,,,,,,,2,2.23451331956,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,8,8,17,,,,,,,,,,,2,1.75106608728,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,9,9,15,,,,,,,,,,,1,2.35079121031,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,10,10,3,,,,,,,,,,,2,1.86772404006,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9875930467,0,001,2019_Feb_13_1058,
