leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,3.15092264581,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,0,0,13,,,,,,,,,,,2,3.38540921826,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,1,1,43,,,,,,,,,,,2,2.68517318834,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,2,2,32,,,,,,,,,,,2,2.41844197502,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,3,3,35,,,,,,,,,,,1,2.96875745431,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,4,4,6,,,,,,,,,,,2,2.3852478005,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,5,5,19,,,,,,,,,,,1,2.66800507484,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,6,6,16,,,,,,,,,,,1,2.8687021872,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,7,7,14,,,,,,,,,,,1,3.06872905884,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,8,8,49,,,,,,,,,,,2,2.08460552059,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,9,9,37,,,,,,,,,,,1,2.00157125574,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,10,10,12,,,,,,,,,,,2,2.75175250042,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,11,11,1,,,,,,,,,,,2,2.26831615344,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,12,12,28,,,,,,,,,,,2,1.48428573366,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,13,13,41,,,,,,,,,,,1,2.65123226307,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,14,14,0,,,,,,,,,,,1,3.68535388866,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,15,15,26,,,,,,,,,,,1,2.58508619666,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,16,16,47,,,,,,,,,,,2,2.53526258934,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,23,60.0041617918,0,001,2019_Feb_06_0922,
