leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,5.25133542344,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,0,0,39,,,,,,,,,,,2,3.03532079607,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,1,1,40,,,,,,,,,,,1,2.51802319754,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,2,2,16,,,,,,,,,,,2,3.33506734949,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,3,3,24,,,,,,,,,,,2,2.48501884565,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,4,4,0,,,,,,,,,,,2,3.3180501312,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,5,5,41,,,,,,,,,,,2,2.35101405066,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,6,6,25,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,7,7,34,,,,,,,,,,,2,1.95149525441,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,8,8,29,,,,,,,,,,,1,1.56806653831,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,9,9,46,,,,,,,,,,,1,3.23487025872,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,10,10,6,,,,,,,,,,,2,2.75236286316,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,11,11,30,,,,,,,,,,,1,3.26867267583,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,12,12,7,,,,,,,,,,,1,2.00136504788,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,13,13,9,,,,,,,,,,,1,2.41792718694,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,14,14,42,,,,,,,,,,,1,1.16839596443,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,15,15,36,,,,,,,,,,,1,1.93436576054,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,16,16,13,,,,,,,,,,,1,2.50133783277,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,17,17,28,,,,,,,,,,,2,2.06858764403,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,18,18,2,,,,,,,,,,,2,2.93525308743,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,19,19,47,,,,,,,,,,,1,2.15156939998,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,20,20,12,,,,,,,,,,,2,2.46807005163,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,21,21,45,,,,,,,,,,,1,2.51829720195,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,22,22,26,,,,,,,,,,,1,2.58506042883,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,23,23,31,,,,,,,,,,,2,2.85161446594,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,24,24,10,,,,,,,,,,,1,2.56810261589,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,25,25,17,,,,,,,,,,,2,2.5678055957,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,26,26,4,,,,,,,,,,,1,2.78433713038,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,27,27,32,,,,,,,,,,,2,2.28430463001,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc9,18,59.9718911072,0,001,2018_Dec_03_1216,
