leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,5.23494863417,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,0,0,29,,,,,,,,,,,2,2.05144259892,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,1,1,9,,,,,,,,,,,2,2.78437196463,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,2,2,40,,,,,,,,,,,1,1.98457735963,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,3,3,7,,,,,,,,,,,1,1.26853271853,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,4,4,37,,,,,,,,,,,1,1.88522809744,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,5,5,0,,,,,,,,,,,1,2.45127085596,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,6,6,14,,,,,,,,,,,1,2.18484091479,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,7,7,4,,,,,,,,,,,1,3.20151756983,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,8,8,6,,,,,,,,,,,1,2.73508128244,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc4,18,60.0295546127,0,001,2018_Nov_28_1345,
