leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,7.218433707,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,0,0,40,,,,,,,,,,,2,2.985641966,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,1,1,11,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,2,2,47,,,,,,,,,,,1,2.901497322,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,3,3,18,,,,,,,,,,,1,1.900963309,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,4,4,37,,,,,,,,,,,2,1.7173677,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,5,5,20,,,,,,,,,,,1,3.184749475,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,6,6,24,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,7,7,15,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,8,8,0,,,,,,,,,,,1,1.884523958,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,9,9,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,10,10,30,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,11,11,46,,,,,,,,,,,2,2.485027243,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,12,12,13,,,,,,,,,,,2,3.101417826,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,13,13,21,,,,,,,,,,,1,2.701460187,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,14,14,28,,,,,,,,,,,2,1.751144615,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,15,15,33,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,16,16,23,,,,,,,,,,,2,1.867681842,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,17,17,22,,,,,,,,,,,2,2.751993687,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,18,18,6,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,19,19,12,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,20,20,10,,,,,,,,,,,1,1.367129323,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,21,21,14,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,22,22,7,,,,,,,,,,,2,1.500588908,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,23,23,3,,,,,,,,,,,2,2.517852761,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,24,24,35,,,,,,,,,,,2,2.834647634,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,25,25,17,,,,,,,,,,,1,1.950680704,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,26,26,41,,,,,,,,,,,2,3.684779488,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,27,27,44,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,28,28,34,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,29,29,49,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,30,30,1,,,,,,,,,,,2,3.084796843,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,31,31,39,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,32,32,43,,,,,,,,,,,2,3.818333,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,33,33,42,,,,,,,,,,,1,2.017816839,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,34,34,38,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,35,35,25,,,,,,,,,,,2,2.835299211,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc1,18,59.93779294,0,1,2018_Nov_28_0921
