leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,1.0832604263,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,0,0,36,,,,,,,,,,,1,3.3182370523,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,1,1,18,,,,,,,,,,,2,2.28505635448,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,2,2,31,,,,,,,,,,,2,2.3681541197,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,3,3,7,,,,,,,,,,,2,1.2020285679,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,4,4,49,,,,,,,,,,,1,2.90157134458,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,5,5,2,,,,,,,,,,,1,1.56783887371,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,6,6,17,,,,,,,,,,,2,2.41801893711,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,7,7,30,,,,,,,,,,,1,2.50115309004,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,8,8,6,,,,,,,,,,,2,2.30121205933,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,9,9,21,,,,,,,,,,,2,1.6673389785,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,10,10,16,,,,,,,,,,,1,2.15120333433,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,11,11,48,,,,,,,,,,,1,2.20118478313,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,12,12,26,,,,,,,,,,,1,1.85117313452,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc11,19,59.9756945076,0,001,2018_Dec_05_1214,
