uniqueCode,spacebar.keys,spacebar.rt,spacebar3.keys,spacebar3.rt,resp.keys,resp.rt,exResponses.keys,exResponses.rt,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,example.ran,example.order,LeftEx,RightEx,LMoneyEx,RMoneyEx,Participant ID *,Age *,Sex *,date,expName,psychopyVersion,frameRate,responses.keys,responses.rt,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop.ran,Loop.order,Left,Right,leftmoney,rightmoney,greenText,key_resp_2.keys,key_resp_2.rt,slider1.response,slider1.rt,slideKeys.rt,slider2.response,slider2.rt,slider3.response,slider3.rt,slideKeys3.rt,slider4.response,slider4.rt,slideKeys4.rt,slider6.response,slider6.rt,slideKeys6.rt,slider5.response,slider5.rt,slideKeys5.rt,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,questions.ran,questions.order
404393,space,18.40400004,space,5.802000046,space,4.809000015,1,3.095999956,1,0,3,2,1,2,"Going for a run
by yourself","Having lunch with
a significant other",$0.05 ,$0.05 ,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,2.434000015,1,0,3,0,1,2,"Going to a family
barbeque","Going shopping
by yourself",$0.03 ,$0.02 ,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,2.726999998,1,0,3,1,1,2,"Helping a friend
study for a test","Watching television
at home",$0.01 ,$0.04 ,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.161999941,1,0,50,33,1,49,Doing your laundry,"Going on a double 
date",$0.02 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.698000193,1,0,50,14,1,49,"Taking a road trip 
with family","Planting flowers 
in a garden",$0.05 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.046999931,1,0,50,23,1,49,"Rearranging furniture 
in your house","Going to a carnival 
with friends",$0.01 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.549999952,1,0,50,28,1,49,"Getting likes on a 
facebook post",Taking a nap,$0.05 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.480999947,1,0,50,20,1,49,"Getting likes on an 
Instagram picture",Drawing a picture,$0.01 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.86500001,1,0,50,8,1,49,Playing a team sport,"Going for a walk 
in the park",$0.05 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,3.144999981,1,0,50,30,1,49,"Traveling abroad with 
a significant other","Taking a road trip 
by yourself",$0.05 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,3.463999987,1,0,50,0,1,49,"Going to the movies 
with a friend","Putting together 
a puzzle",$0.05 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.900000095,1,0,50,9,1,49,Running a marathon,"Adding new friends
on facebook",$0.02 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.663000107,1,0,50,43,1,49,"Going to a farmer's
market by yourself","Getting lunch with 
coworkers",$0.02 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,3.060000181,1,0,50,12,1,49,"Joining a club 
at school","Teaching yourself a 
different language",$0.03 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,3.362999916,1,0,50,1,1,49,"Going grocery shopping 
alone","Having dinner with 
family",$0.05 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.398000002,1,0,50,26,1,49,"Going shopping with
a significant other","Trying to solve a 
Rubik’s cube",$0.05 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.195999861,1,0,50,38,1,49,"Playing a tennis match
 with a friend","Cleaning up around 
the house",$0.03 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.628000021,1,0,50,32,1,49,"Meeting new people 
at a party","Watching Netflix at home 
by yourself",$0.03 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.994999886,1,0,50,31,1,49,Watching the news,"Going to a family 
member’s baby shower",$0.03 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.978000164,1,0,50,46,1,49,"Driving to school
by yourself","Going to the movies
with a significant other",$0.02 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.598999977,1,0,50,21,1,49,Studying for a test alone,"Playing cards with 
friends",$0.01 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.84800005,1,0,50,49,1,49,"Gaining Twitter
followers ","Taking an online
class",$0.04 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.097999811,1,0,50,3,1,49,Putting gas in a car,"Going to a sporting
event with friends",$0.03 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,3.445999861,1,0,50,48,1,49,"Going to a party
with roommates","Buying clothes 
for yourself",$0.01 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,3.230999947,1,0,50,45,1,49,Playing with a pet,"Studying abroad 
with friends",$0.01 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.065999985,1,0,50,18,1,49,"Catching up with friends 
from high school",Shopping online,$0.03 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.532000065,1,0,50,29,1,49,"Learning how to 
perform card tricks","Going camping 
with family",$0.05 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
