leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,1.4836817896,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,0,0,33,,,,,,,,,,,1,2.05125132482,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,1,1,43,,,,,,,,,,,2,2.58482965548,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,2,2,46,,,,,,,,,,,1,1.08402490243,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,3,3,13,,,,,,,,,,,2,3.38492221292,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,4,4,35,,,,,,,,,,,1,1.73484646529,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,5,5,49,,,,,,,,,,,2,2.18418467138,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,6,6,42,,,,,,,,,,,1,1.31772947405,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,7,7,22,,,,,,,,,,,1,1.05081341416,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,8,8,28,,,,,,,,,,,2,1.48443413619,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc5,18,60.0628595405,0,001,2018_Nov_28_1357,
