leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,1.93399129715,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,0,0,21,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,1,1,9,,,,,,,,,,,1,3.03530711029,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,2,2,13,,,,,,,,,,,2,1.85152862594,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,3,3,20,,,,,,,,,,,2,1.18476004992,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,4,4,4,,,,,,,,,,,1,1.61792046856,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,5,5,33,,,,,,,,,,,1,1.86803017929,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,6,6,2,,,,,,,,,,,1,1.56821084861,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,7,7,27,,,,,,,,,,,2,1.23449081928,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,8,8,31,,,,,,,,,,,2,1.40166542586,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,9,9,46,,,,,,,,,,,2,2.63449106831,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,10,10,42,,,,,,,,,,,2,2.16815803852,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,11,11,22,,,,,,,,,,,2,2.1347493669,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,12,12,40,,,,,,,,,,,2,2.28502307646,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,13,13,29,,,,,,,,,,,2,2.13496116828,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,14,14,48,,,,,,,,,,,2,2.20108525828,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,15,15,37,,,,,,,,,,,1,1.05143078137,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,16,16,26,,,,,,,,,,,1,2.18490902614,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,17,17,1,,,,,,,,,,,2,2.06778988894,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,18,18,36,,,,,,,,,,,2,3.00139988028,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,19,19,11,,,,,,,,,,,2,2.10114319995,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,20,20,15,,,,,,,,,,,1,2.10091429297,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,21,21,0,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,22,22,39,,,,,,,,,,,2,2.38442303333,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,23,23,5,,,,,,,,,,,2,1.35166096315,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,24,24,30,,,,,,,,,,,2,2.11796043441,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,25,25,10,,,,,,,,,,,1,2.60161174554,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,26,26,45,,,,,,,,,,,2,1.88482377771,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,27,27,25,,,,,,,,,,,2,1.58473417349,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,28,28,49,,,,,,,,,,,2,1.01772446651,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,29,29,41,,,,,,,,,,,1,1.30131282844,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,30,30,12,,,,,,,,,,,1,1.05218685977,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,31,31,7,,,,,,,,,,,2,1.88463530224,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,32,32,47,,,,,,,,,,,1,1.70140762534,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,33,33,18,,,,,,,,,,,2,1.75130012259,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,34,34,19,,,,,,,,,,,1,1.71791228838,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,35,35,34,,,,,,,,,,,1,2.73760144226,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,36,36,8,,,,,,,,,,,2,1.45091971941,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,37,37,35,,,,,,,,,,,1,1.51774546038,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,38,38,16,,,,,,,,,,,1,2.1680003535,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,39,39,28,,,,,,,,,,,2,1.33475508913,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,40,40,6,,,,,,,,,,,2,1.48468761425,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,41,41,32,,,,,,,,,,,2,2.80180656444,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,42,42,43,,,,,,,,,,,1,1.05083985068,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,43,43,14,,,,,,,,,,,1,1.1014324436,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,44,44,3,,,,,,,,,,,2,2.70144774672,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,45,45,24,,,,,,,,,,,1,3.41845778003,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,46,46,17,,,,,,,,,,,2,1.93450820446,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,47,47,44,,,,,,,,,,,2,1.28455313109,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,48,48,23,,,,,,,,,,,1,3.41875604354,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,49,49,38,,,,,,,,,,,1,1.40141194873,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,0,0,15,,,,,,,,,1,0,2.05140838679,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,1,1,19,,,,,,,,,2,0,1.66862378456,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,2,2,4,,,,,,,,,2,0,1.45123664383,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,3,3,3,,,,,,,,,1,0,1.60126247443,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,4,4,13,,,,,,,,,2,0,2.55173697509,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,5,5,24,,,,,,,,,2,0,1.88498737104,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,6,6,23,,,,,,,,,1,0,2.01824915037,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,7,7,0,,,,,,,,,2,0,1.96806087717,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,8,8,9,,,,,,,,,2,0,1.13435344398,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,9,9,18,,,,,,,,,2,0,1.45069174562,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,10,10,22,,,,,,,,,2,0,1.18386183679,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc18,18,59.9847580851,0,001,2018_Dec_10_1244,
