leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
,,,,,,,,,,,,,,,,,,,,space,1.117596546,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,0,0,37,,,,,,,,,,,2,3.368178379,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,1,1,41,,,,,,,,,,,1,0.967520954,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,2,2,47,,,,,,,,,,,1,2.201301725,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,3,3,26,,,,,,,,,,,1,2.185391412,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,4,4,13,,,,,,,,,,,2,1.617307457,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,5,5,30,,,,,,,,,,,1,2.651677478,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,6,6,20,,,,,,,,,,,2,3.101401654,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,7,7,0,,,,,,,,,,,1,2.100890966,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,8,8,28,,,,,,,,,,,2,2.551486919,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC18,18,59.93176005,0,1,2018_Dec_07_1513
