leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,3.01788215153,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,0,0,6,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,1,1,43,,,,,,,,,,,2,3.16813440062,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,2,2,41,,,,,,,,,,,1,2.48516813386,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,3,3,8,,,,,,,,,,,2,2.10101443995,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,4,4,14,,,,,,,,,,,1,2.75159434415,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,5,5,32,,,,,,,,,,,1,2.40120076854,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,6,6,37,,,,,,,,,,,2,2.5009770561,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,7,7,31,,,,,,,,,,,2,2.83465074375,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,8,8,49,,,,,,,,,,,2,2.46744677611,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,9,9,18,,,,,,,,,,,2,2.48463505227,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,10,10,38,,,,,,,,,,,1,3.01796830259,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,11,11,21,,,,,,,,,,,1,1.98485043086,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,12,12,10,,,,,,,,,,,1,2.10100168828,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC17,18,59.8800824391,0,001,2018_Dec_07_1500,
