leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date,
,,,,,,,,,,,,,,,,,,,,space,7.45180922374,,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,0,0,37,,,,,,,,,,,1,2.35174960271,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,1,1,43,,,,,,,,,,,2,2.63464844227,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,2,2,19,,,,,,,,,,,1,3.75186865963,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,3,3,47,,,,,,,,,,,1,1.90098321345,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,4,4,42,,,,,,,,,,,2,2.93462545797,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,5,5,44,,,,,,,,,,,2,1.76750248019,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,6,6,33,,,,,,,,,,,1,1.68384208716,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,7,7,24,,,,,,,,,,,1,1.95107009541,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,8,8,22,,,,,,,,,,,2,2.48476350214,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,9,9,4,,,,,,,,,,,1,1.55125241354,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,10,10,21,,,,,,,,,,,2,2.06790963002,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,11,11,39,,,,,,,,,,,2,1.88422911521,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,EXC15,19,59.9103193578,0,001,2018_Dec_07_1356,
